Title,Description,ShortDetails,abstract,email,fullURL,source,year,key,use,pdfURL
Environmental Enrichment Normalizes Hippocampal Timing Coding in a Malformed Hippocampus," View ORCID ProfileAmanda E Hernan, J. Matthew Mahoney, Willie Curry, Greg Richard, Marcella M Lucas, Andrew Massey, Gregory L Holmes, Rod C Scott",Retrieved from bioRxiv. 2017,"Neurodevelopmental insults such as malformations of cortical development (MCD) are a common cause of psychiatric disorders, learning impairments and epilepsy. Animals with MCDs have impairments in spatial cognition that, remarkably, are improved by post-weaning environmental enrichment (EE). To establish the network-level mechanisms responsible for these impacts, hippocampal in vivo single unit recordings were performed in freely moving animals in an open arena. We took a generalized linear modeling approach to extract fine spike timing (FST) characteristics and related these to place cell fidelity used as a surrogate of spatial cognition. We find that MCDs disrupt FST and place-modulated rate coding in hippocampal CA1 and that EE restores both to normal. Moreover, FST parameters predict spatial coherence of neurons, suggesting that mechanisms determining FST are critical for cognition. This suggests that FST parameters could represent a therapeutic target to improve cognition even in the context of a structurally abnormal brain.","['Rodney.Scott@med.uvm.edu', 'Amanda.Hernan@uvm.edu']",http://www.biorxiv.org/content/early/2017/04/25/130450,biorxiv,2017,090a2fdc-62a0-44a3-b4dd-43364b9a2449,1,http://www.biorxiv.org/content/early/2017/04/25/130450.full.pdf
Human hippocampal replay during rest prioritizes weakly-learned information and predicts memory performance," View ORCID ProfileAnna C. Schapiro,  View ORCID ProfileElizabeth A. McDevitt, Timothy T. Rogers,  View ORCID ProfileSara C. Mednick,  View ORCID ProfileKenneth A. Norman",Retrieved from bioRxiv. 2017,"There is now extensive evidence that the hippocampus replays experiences during quiet rest periods, and that this replay benefits subsequent memory. A critical open question is how memories are prioritized for replay during these offline periods. We addressed this question in an experiment in which participants learned the features of 15 objects and then underwent fMRI scanning to track item-level replay in the hippocampus using pattern analysis during a rest period. Objects that were remembered less well were replayed more during the subsequent rest period, suggesting a prioritization process in which weaker memories ― memories most vulnerable to forgetting ― are selected for wake replay. Participants came back for a second session, either after a night of sleep or a day awake, and underwent another scanned rest period followed by a second memory test. In the second session, more hippocampal replay of a satellite during the rest period predicted better subsequent memory for that satellite. Only in the group with intervening sleep did rest replay predict improvement from the first to second session. Our results provide the first evidence that replay of individual memories occurs during rest in the human hippocampus and that this replay prioritizes weakly learned information, predicts subsequent memory performance, and relates to memory improvement across a delay with sleep.",['aschapir@bidmc.harvard.edu'],http://www.biorxiv.org/content/early/2017/08/06/173021,biorxiv,2017,540926d3-0c34-474c-a481-eeaf4d0ed588,1,http://www.biorxiv.org/content/early/2017/08/06/173021.full.pdf
"The fishing and natural mortality of large, piscivorous Bull Trout and Rainbow Trout in Kootenay Lake, British Columbia (2008-2013)","Joseph Thorley, Greg Andrusak",Now published in PeerJ. 2016,"Background. Estimates of fishing and natural mortality are important for understanding, and ultimately managing, commercial and recreational fisheries. High reward tags with fixed station acoustic telemetry provides a promising approach to monitoring mortality rates in large lake recreational fisheries. Kootenay Lake is a large lake which supports an important recreational fishery for large Bull Trout and Rainbow Trout.

Methods. Between 2008 and 2013, 88 large (≥ 500 mm) Bull Trout and 149 large (≥ 500 mm) Rainbow Trout were marked with an acoustic transmitter and/or high reward ($100) anchor tags in Kootenay Lake. The subsequent detections and angler recaptures were analysed using a Bayesian individual state-space Cormack-Jolly-Seber (CJS) survival model with indicator variable selection.

Results. The final CJS survival model estimated that the annual interval probability of being recaptured by an angler was 0.17 (95% CRI 0.11 - 0.23) for Bull Trout and 0.14 (95% CRI 0.09 - 0.19) for Rainbow Trout. The annual interval survival probability for Bull Trout was estimated to have declined from 0.91 (95% CRI 0.77 - 0.97) in 2009 to just 0.45 (95% CRI 0.24 - 0.73) in 2013. Rainbow Trout survival was most strongly affected by spawning. The annual interval survival probability was 0.77 (95% CRI 0.68 - 0.85) for a non-spawning Rainbow Trout compared to 0.42 (95% CRI 0.31 - 0.54) for a spawner. The probability of spawning increased with the fork length for both species and decreased over the course of the study for Rainbow Trout.

Discussion. Fishing mortality was relatively low and constant while natural mortality was relatively high and variable. The results are consistent with Kokanee abundance as opposed to angler effort as the primary driver of short-term population fluctations in Rainbow Trout abundance. Multi-species stock assessment models need to account for the fact that large Bull Trout are more abundant than large Rainbow Trout in Kootenay Lake.",[],http://www.biorxiv.org/content/early/2016/08/08/068387,biorxiv,2016,c291adcf-6ac9-48ed-b035-9e55d0eca377,1,http://www.biorxiv.org/content/early/2016/08/08/068387.full.pdf
A genome-wide interactome of DNA-associated proteins in the human liver,"Ryne C Ramaker, Daniel Savic, Andrew A Hardigan, Kimberly Newberry, Gregory M Cooper, Richard M Myers,  View ORCID ProfileSara J Cooper",Retrieved from bioRxiv. 2017,"Large-scale efforts like the Encyclopedia of DNA Elements (ENCODE) Project have made tremendous progress in cataloging the genomic binding patterns of DNA-associated proteins (DAPs), such as transcription factors (TFs). However most chromatin immunoprecipitation-sequencing (ChIP-seq) analyses have focused on a few immortalized cell lines whose activities and physiology deviate in important ways from endogenous cells and tissues. Consequently, binding data from primary human tissue are essential to improving our understanding of in vivo gene regulation. Here we analyze ChIP-seq data for 20 DAPs assayed in two healthy human liver tissue samples, identifying more than 450,000 binding sites. We integrated binding data with transcriptome and phased whole genome data to investigate allelic DAP interactions and the impact of heterozygous sequence variation on the expression of neighboring genes. We find our tissue-based dataset demonstrates binding patterns more consistent with liver biology than cell lines, and describe uses of these data to better prioritize impactful non-coding variation. Collectively, our rich dataset offers novel insights into genome function in healthy liver tissue and provides a valuable research resource for assessing disease-related disruptions.","['rmyers@hudsonalpha.org', 'sjcooper@hudsonalpha.org']",http://www.biorxiv.org/content/early/2017/03/01/111385,biorxiv,2017,105e0f55-1aea-4438-963c-6da7bf2d728a,1,http://www.biorxiv.org/content/early/2017/03/01/111385.full.pdf
Intra-protein binding peptide fragments have specific and intrinsic sequence patterns,"Yuhong Wang, Junzhou Huang, Wei Li, Sheng Wang, Chuanfan Ding",Retrieved from bioRxiv. 2017,"The key finding in the DNA double helix model is the specific pairing or binding
between nucleotides A-T and C-G, and the pairing rules are the molecule basis of genetic code.
Unfortunately, no such rules have been discovered for proteins. Here we show that similar rules
and intrinsic sequence patterns between intra-protein binding peptide fragments do exist, and
they can be extracted using a deep learning algorithm. Multi-millions of binding and non-binding
peptide fragments from currently available protein X-ray structures are classified with an
accuracy of up to 93%. This discovery has the potential in helping solve protein folding and
protein-protein interaction problems, two open and fundamental problems in molecular biology.",[],http://www.biorxiv.org/content/early/2017/03/31/122978,biorxiv,2017,afa3b140-faa9-4ac0-8dfd-8eb6d197c3c6,1,http://www.biorxiv.org/content/early/2017/03/31/122978.full.pdf
Centromere Detection of Human Metaphase Chromosome Images using a Candidate Based Method,"Akila Subasinghe, Jagath Samarabandu, Yanxin Li, Ruth Wilkins, Farrah Flegal, Joan H.M. Knoll, Peter K. Rogan",Now published in F1000Research. 2016,"Accurate detection of the human metaphase chromosome centromere is an critical element of cytogenetic diagnostic techniques, including chromosome enumeration, karyotyping and radiation biodosimetry. Existing image processing methods can perform poorly in the presence of irregular boundaries, shape variations and premature sister chromatid separation, which can adversely affect centromere localization. We present a centromere detection algorithm that uses a novel profile thickness measurement technique on irregular chromosome structures defined by contour partitioning. Our algorithm generates a set of centromere candidates which are then evaluated based on a set of features derived from images of chromosomes. Our method also partitions the chromosome contour to isolate its telomere regions and then detects and corrects for sister chromatid separation. When tested with a chromosome database consisting of 1400 chromosomes collected from 40 metaphase cell images, the candidate based centromere detection algorithm was able to accurately localize 1220 centromere locations yielding a detection accuracy of 87%. We also introduce a Candidate Based Centromere Confidence (CBCC) metric which indicates an approximate confidence value of a given centromere detection and can be readily extended into other candidate related detection problems.","['subasinghe@sjp.ac.lk', 'jagath@uwo.ca']",http://www.biorxiv.org/content/early/2016/01/09/032110,biorxiv,2016,0ac969b4-e837-47ec-8153-0c9c0810a43d,1,http://www.biorxiv.org/content/early/2016/01/09/032110.full.pdf
How complexity originates: The evolution of animal eyes," View ORCID ProfileTodd H Oakley,  View ORCID ProfileDaniel I Speiser",Retrieved from bioRxiv. 2015,"Learning how complex traits like eyes originate is fundamental for
understanding evolution. Here, we first sketch historical perspectives on trait origins and
argue that new technologies offer key new insights. Next, we articulate four open
questions about trait origins. To address them, we define a research program to break
complex traits into components and study the individual evolutionary histories of those
parts. By doing so, we can learn when the parts came together and perhaps understand
why they stayed together. We apply the approach to five structural innovations critical
for complex eyes, reviewing the history of the parts of each of those innovations.
Photoreceptors evolved within animals by bricolage, recombining genes that originated
far earlier. Multiple genes used in eyes today had ancestral roles in stress responses.
We hypothesize that photo-stress could have increased the chance those genes were
expressed together in places on animals where light was abundant.",['oakley@lifesci.ucsb.edu'],http://www.biorxiv.org/content/early/2015/03/26/017129,biorxiv,2015,438021ba-1c33-4572-a3cb-bc6f00323844,1,http://www.biorxiv.org/content/early/2015/03/26/017129.full.pdf
FlyClockbase: Importance of Biological Model Curation for Analyzing Variability in the Circadian Clock of Drosophila melanogaster by Integrating Time Series from 25 Years of Research,"Katherine S. Scheuer, Bret Hanlon, Jerdon W. Dresel, Erik D. Nolan, John C. Davis,  View ORCID ProfileLaurence Loewe",Retrieved from bioRxiv. 2017,"Biological model curation provides new insights by integrating biological knowledge-fragments, assessing their uncertainty, and analyzing the reliability of potential interpretations. Here we integrate published results about circadian clocks in Drosophila melanogaster while exploring economies of scale in biological model curation. Clocks govern rhythms of gene-expression that impact fitness, health, cancer, memory, mental functions, and more. Human clock insights have been repeatedly pioneered in flies. Flies simplify investigating complex gene regulatory networks, which express proteins cyclically using environmentally entrained interlocking feedback loops that act as clocks. Simulations could simplify research further. We found that very few computational models test their quality directly against experimentally observed time series scattered in the literature. We designed FlyClockbase for integrating such scattered data to enable robust efficient access for biologists and modelers. To this end we have been defining data structures that simplify the construction and maintenance of Versioned Biological Information Resources (VBIRs) that prioritize simplicity, openness, and therefore maintainability. We aim to simplify the preservation of more raw data and relevant annotations from experiments in order to multiply the long-term value of wet-lab datasets for modelers interested in meta-analyses, parameter estimates, and hypothesis testing. Currently FlyClockbase contains over 400 wildtype time series of core circadian components systematically curated from 86 studies published between 1990 and 2015. Using FlyClockbase, we show that PERIOD protein amount peak time variance unexpectedly exceeds that of TIMELESS. We hypothesize that PERIOD's exceedingly more complex phosphorylation rules are responsible. Variances of daily event times are easily confounded by errors. We improved result reliability by a human error analysis of our data handling; this revealed significance-degrading outliers, possibly violating a presumed absence of wildtype heterogeneity or lab evolution. Separate analyses revealed elevated stochasticity in PCR-based peak time variances; yet our reported core difference in peak time variances appears robust. Our study demonstrates how biological model curation enhances the understanding of circadian clocks. It also highlights diverse broader challenges that are likely to become recurrent themes if models in molecular systems biology aim to integrate 'all relevant knowledge'. We developed a trans-disciplinary workflow, which demonstrates the importance of developing compilers for VBIRs with a more biology-friendly logic that is likely to greatly simplify biological model curation. Curation-limited grand challenges, including personalizing medicine, critically depend on such progress if they are indeed to integrate 'all relevant knowledge'.","['loewe@wisc.edu', 'reproducibility@XSEDE', 'reproducibility@XSEDE', 'reproducibility@XSEDE', 'Evolution@home', 'reproducibility@XSEDE']",http://www.biorxiv.org/content/early/2017/08/03/099192,biorxiv,2017,9b9c3a49-bc67-42df-b969-c274deaaa890,1,http://www.biorxiv.org/content/early/2017/08/03/099192.full.pdf
Kek-6: A Truncated Trk-Like Receptor For Drosophila Neurotrophin 2 Regulates Structural Synaptic Plasticity,"Suzana Ulian-Benitez, Simon Bishop, Istvan Foldi, Jill Wentzell, Chinenye Okenwa, Manuel G. Forero, Bangfu Zhu, Marta Moreira, Mark Phizacklea, Graham McIlroy, Nicholas J. Gay,  View ORCID ProfileAlicia Hidalgo",Now published in PLOS Genetics. 2017,"Neurotrophism, structural plasticity, learning and long-term memory in mammals critically depend on neurotrophins binding Trk receptors to activate tyrosine kinase (TyrK) signalling, but Drosophila lacks full-length Trks, raising the question of how these processes occur in the fly. Paradoxically, truncated Trk isoforms lacking the TyrK predominate in the adult human brain, but whether they have neuronal functions independently of full-length Trks is unknown. Drosophila has TyrK-less Trk-family receptors, encoded by the kekkon (Kek) genes, suggesting that evolutionarily conserved functions for this receptor class may exist. Here, we asked whether Keks function together with Drosophila neurotrophins (DNTs) at the larval glutamatergic neuromuscular junction (NMJ). Starting with an unbiased approach, we tested the eleven LRR and Ig-containing (LIG) proteins encoded in the Drosophila genome for expression in the central nervous system (CNS) and potential interaction with DNTs. Kek-6 was expressed in the CNS, could rescue the cold semi-lethality of DNT1 DNT2 double mutants and could bind DNT2 both in signaling assays and in co-immunoprecipitations. There is promiscuity in ligand binding, as Kek-6 could also bind DNT1, and Kek-5 could also bind DNT2. In vivo, Kek-6 is found presynaptically in motoneurons, and binds DNT2 produced by the muscle, which functions as a retrograde factor at the NMJ. Kek-6 and DNT2 regulate NMJ growth, bouton formation and active zone homeostasis. Kek-6 does not antagonise the alternative DNT2 receptor Toll-6, but rather the two receptors contribute in distinct manners to NMJ structural plasticity. Using pull-down assays, we identified and validated CaMKII and VAP33A as intracellular partners of Kek-6, and show that together they regulate structural synaptic plasticity. These functions of Kek-6 could be evolutionarily conserved, raising the intriguing possibility that a novel mechanism of structural synaptic plasticity involving truncated Trk-family receptors independently of TyrK signaling may also operate in the human brain.",['a.hidalgo@bham.ac.uk'],http://www.biorxiv.org/content/early/2017/04/06/124644,biorxiv,2017,97637568-1a87-459f-b064-acb85f20b3b9,1,http://www.biorxiv.org/content/early/2017/04/06/124644.full.pdf
InDel assembly: A novel framework for engineering protein loops through length and compositional variation," View ORCID ProfilePedro A. G. Tizei, Emma Harris, Marleen Renders,  View ORCID ProfileVitor B. Pinheiro",Retrieved from bioRxiv. 2017,"Insertions and deletions (indels) are known to affect function, biophysical properties and substrate specificity of enzymes, and they play a central role in evolution. Despite such clear significance, this class of mutation remains an underexploited tool in protein engineering with no available platforms capable of systematically generating or analysing libraries of varying sequence composition and length. We present a novel DNA assembly platform (InDel assembly), based on cycles of endonuclease restriction and ligation of standardised dsDNA building blocks, that can generate libraries exploring both composition and sequence length variation. In addition, we developed a framework to analyse the output of selection from InDel-generated libraries, combining next generation sequencing and alignment-free strategies for sequence analysis. We demonstrate the approach by engineering the well-characterized TEM-1 β-lactamase Ω-loop, involved in substrate specificity, identifying multiple novel extended spectrum β-lactamases with loops of modified length and composition - areas of the sequence space not previously explored. Together, the InDel assembly and analysis platforms provide an efficient route to engineer protein loops or linkers where sequence length and composition are both essential functional parameters.",['v.pinheiro@ucl.ac.uk'],http://www.biorxiv.org/content/early/2017/07/14/127829,biorxiv,2017,1d482226-89b2-4510-8ef3-42bc7c476bfd,1,http://www.biorxiv.org/content/early/2017/07/14/127829.full.pdf
Learning of speech categories in humans and Zebra finches,"Dimitrios Botskaris, Pralle Kriengwatana, Carel ten Cate",Retrieved from bioRxiv. 2016,"Abstract The survival of organisms depends
highly on their ability to adjust their
behavior according to proper categorizations
of various events. More than one strategy
can be used in categorization. One is the
Rule-Based (RB) strategy and the other is
Information-Integration (II) strategy. In this
research we analyzed the differences
between avian and human cognition. Twelve
Greek listeners and four Zebra finches were
tested in speech category learning tasks. In
particular, both humans and Zebra finches
had to categorize between Dutch vowels that
differ on duration, frequency or both
depending on the condition. Feedback was
given for correct and incorrect responses.
The results showed that humans and Zebra
finches are probably using the same methods
of learning depending on the categorization
tasks that they are exposed to. If Zebra
Finches are actually able to acquire (RB)
and (II) category structures using the same
strategies as humans, the utility of multiple
systems of categorization might not be
restricted to primates as current literature
suggest.",['dimitriosbotskaris@gmail.com'],http://www.biorxiv.org/content/early/2016/11/21/077321,biorxiv,2016,3c170b46-57ab-4a10-bb87-9dd04e11f81b,1,http://www.biorxiv.org/content/early/2016/11/21/077321.full.pdf
Producing Hfq/Sm Proteins and sRNAs for Structural and Biophysical Studies of Ribonucleoprotein Assembly,"Kimberly A. Stanek,  View ORCID ProfileCameron Mura",Retrieved from bioRxiv. 2017,"Hfq is a bacterial RNA-binding protein that plays key roles in the post-transcriptional regulation of gene expression. Like other Sm proteins, Hfq assembles into toroidal discs that bind RNAs with varying affinities and degrees of sequence specificity. By simultaneously binding to a regulatory small RNA (sRNA) and an mRNA target, Hfq hexamers facilitate productive RNA···RNA interactions; the generic nature of this chaperone-like functionality makes Hfq a hub in many sRNA-based regulatory networks. That Hfq is crucial in diverse cellular pathways — including stress response, quorum sensing and biofilm formation — has motivated genetic and ‘RNAomic’ studies of its function and physiology (in vivo), as well as biochemical and structural analyses of Hfq···RNA interactions (in vitro). Indeed, crystallographic and biophysical studies first established Hfq as a member of the phylogenetically-conserved Sm superfamily. Crystallography and other biophysical methodologies enable the RNA-binding properties of Hfq to be elucidated in atomic detail, but such approaches have stringent sample requirements, viz.: reconstituting and characterizing an Hfq·RNA complex requires ample quantities of well-behaved (sufficient purity, homogeneity) specimens of Hfq and RNA (sRNA, mRNA fragments, short oligoribonucleotides, or even single nucleotides). The production of such materials is covered in this Chapter, with a particular focus on recombinant Hfq proteins for crystallization experiments.","['kas4wk@virginia.edu', 'cmura@virginia.edu']",http://www.biorxiv.org/content/early/2017/06/16/150672,biorxiv,2017,85485058-a700-4531-a002-37ec5ec7b8b2,1,http://www.biorxiv.org/content/early/2017/06/16/150672.full.pdf
Artefactual origin of biphasic cortical spike-LFP correlation, View ORCID ProfileMichael Okun,Now published in Journal Of Computational Neuroscience. 2016,"Electrophysiological data acquisition systems introduce various distortions into the signals they record. While such distortions were discussed previously, their effects are often not appreciated. Here I show that the biphasic shape of cortical spike-triggered LFP average (stLFP), reported in multiple studies, is likely an artefact introduced by high-pass filter of the neural data acquisition system when the actual stLFP has a single trough around the zero lag.",['mo178@le.ac.uk'],http://www.biorxiv.org/content/early/2016/08/07/051029,biorxiv,2016,130f10b1-c274-4518-b288-74b3097b806b,1,http://www.biorxiv.org/content/early/2016/08/07/051029.full.pdf
Late Bayesian inference in sensorimotor behavior," View ORCID ProfileEvan Remington,  View ORCID ProfileMehrdad Jazayeri",Retrieved from bioRxiv. 2017,"Sensorimotor skills rely on performing noisy sensorimotor computations on noisy sensory measurements. Bayesian models suggest that humans compensate for measurement noise and reduce behavioral variability by biasing perception toward prior expectations. Whether the same holds for noise in sensorimotor computations is not known. Testing human subjects in tasks with different levels of sensorimotor complexity, we found a similar bias-variance tradeoff associated with increased sensorimotor noise. This result was accurately captured by a model which implements Bayesian inference after - not before - sensorimotor transformation. These results indicate that humans perform ""late inference"" downstream of sensorimotor computations rather than, or in addition to, ""early inference"" in the perceptual domain. The brain thus possesses internal models of noise in both sensory measurements and sensorimotor computations.",['mjaz@mit.edu'],http://www.biorxiv.org/content/early/2017/04/24/130062,biorxiv,2017,0e2da941-c894-4ab8-92ab-a91be5b2be55,1,http://www.biorxiv.org/content/early/2017/04/24/130062.full.pdf
Deep Recurrent Neural Network for Protein Function Prediction from Sequence, View ORCID ProfileXueliang (Leon) Liu,Retrieved from bioRxiv. 2017,"As high-throughput biological sequencing becomes faster and cheaper, the need to extract useful information from sequencing becomes ever more paramount, often limited by low-throughput experimental characterizations. For proteins, accurate prediction of their functions directly from their primary amino-acid sequences has been a long standing challenge. Here, machine learning using artificial recurrent neural networks (RNN) was applied towards classification of protein function directly from primary sequence without sequence alignment, heuristic scoring or feature engineering. The RNN models containing long-short-term-memory (LSTM) units trained on public, annotated datasets from UniProt achieved high performance for in-class prediction of four important protein functions tested, particularly compared to other machine learning algorithms using sequence-derived protein features. RNN models were used also for out-of-class predictions of phylogenetically distinct protein families with similar functions, including proteins of the CRISPR-associated nuclease, ferritin-like iron storage and cytochrome P450 families. Applying the trained RNN models on the partially unannotated UniRef100 database predicted not only candidates validated by existing annotations but also currently unannotated sequences. Some RNN predictions for the ferritin-like iron sequestering function were experimentally validated, even though their sequences differ significantly from known, characterized proteins and from each other and cannot be easily predicted using popular bioinformatics methods. As sequencing and experimental characterization data increases rapidly, the machine-learning approach based on RNN could be useful for discovery and prediction of homologues for a wide range of protein functions.","['xliu@fas.harvard.edu', 'xliu@fas.harvard.edu']",http://www.biorxiv.org/content/early/2017/01/28/103994,biorxiv,2017,0dbe88a9-caa8-4d24-bbef-6a656cd7b3b1,1,http://www.biorxiv.org/content/early/2017/01/28/103994.full.pdf
Systematic mapping of chromatin state landscapes during mouse development," View ORCID ProfileDavid Gorkin,  View ORCID ProfileIros Barozzi,  View ORCID ProfileYanxiao Zhang, Ah Young Lee, Bin Lee,  View ORCID ProfileYuan Zhao, Andre Wildberg, Bo Ding, Bo Zhang, Mengchi Wang, J. Seth Strattan, Jean M. Davidson, Yunjiang Qiu, Veena Afzal, Jennifer A. Akiyama, Ingrid Plajzer-Frick, Catherine S. Pickle, Momoe Kato, Tyler H. Garvin, Quan T. Pham, Anne N. Harrington, Brandon J. Mannion, Elizabeth A. Lee, Yoko Fukuda-Yuzawa, Yupeng He,  View ORCID ProfileSebastian Preissl,  View ORCID ProfileSora Chee, Brian A. Williams, Diane Trout, Henry Amrhein, Hongbo Yang, J. Michael Cherry, Yin Shen,  View ORCID ProfileJoseph R. Ecker, Wei Wang,  View ORCID ProfileDiane E. Dickel,  View ORCID ProfileAxel Visel, Len A. Pennacchio, Bing Ren",Retrieved from bioRxiv. 2017,"Embryogenesis requires epigenetic information that allows each cell to respond appropriately to developmental cues. Histone modifications are core components of a cells epigenome, giving rise to chromatin states that modulate genome function. Here, we systematically profile histone modifications in a diverse panel of mouse tissues at 8 developmental stages from 10.5 days post conception until birth, performing a total of 1,128 ChIP-seq assays across 72 distinct tissue-stages. We combine these histone modification profiles into a unified set of chromatin state annotations, and track their activity across developmental time and space. Through integrative analysis we identify dynamic enhancers, reveal key transcriptional regulators, and characterize the role of chromatin-based repression in developmental gene regulation. We also leverage these data to link enhancers to putative target genes, revealing connections between coding and non-coding sequence variation in disease etiology. Our study provides a compendium of resources for biomedical researchers, and achieves the most comprehensive view of embryonic chromatin states to date.",[],http://www.biorxiv.org/content/early/2017/08/03/166652,biorxiv,2017,5ec1ad75-28ac-437a-a5a7-6fa97bca8adf,1,http://www.biorxiv.org/content/early/2017/08/03/166652.full.pdf
"MEBS, a software platform to evaluate large (meta)genomic collections according to their metabolic machinery: unraveling the sulfur cycle"," View ORCID ProfileValerie De Anda, Icoquih Zapata-Penasco, Augusto Cesar Poot Hernandez, Luis Enrique Fruns, Bruno Contreras Moreira, Valeria Souza",Retrieved from bioRxiv. 2017,"BACKGROUND: The increasing number of metagenomic and genomic sequences has dramatically improved our understanding of microbial diversity, yet our ability to infer metabolic capabilities in such datasets remains challenging. FINDINGS: We describe the Multigenomic Entropy Based Score pipeline (MEBS), a software platform designed to evaluate, compare and infer complex metabolic pathways in large omic datasets, including entire biogeochemical cycles. MEBS is open source and available through https://github.com/eead-csic-compbio/metagenome_Pfam_score. To demonstrate its use we modeled the sulfur cycle by exhaustively curating the molecular and ecological elements involved (compounds, genes, metabolic pathways and microbial taxa). This information was reduced to a collection of 112 characteristic Pfam protein domains and a list of complete-sequenced sulfur genomes. Using the mathematical framework of relative entropy (H), we quantitatively measured the enrichment of these domains among sulfur genomes. The entropy of each domain was used to both: build up a final score that indicates whether a (meta)genomic sample contains the metabolic machinery of interest and to propose  marker domains in metagenomic sequences such as  DsrC (PF04358). MEBS was benchmarked with a dataset of 2,107 non-redundant microbial genomes from RefSeq and 935 metagenomes from MG-RAST. Its performance, reproducibility, and robustness were evaluated using several approaches, including random sampling, linear regression models, Receiver Operator Characteristic plots and the Area Under the Curve metric (AUC). Our results support the broad applicability of this algorithm to accurately classify (AUC=0.985) hard to culture genomes (e.g., Candidatus Desulforudis audaxviator), previously characterized ones and metagenomic environments such as hydrothermal vents, or deep-sea sediment.  CONCLUSIONS: Our benchmark indicates that an entropy-based score can capture the metabolic machinery of interest and be used to efficiently classify large genomic and metagenomic datasets, including uncultivated/unexplored taxa","['valdeanda@ciencias.unam.mx', 'bcontreras@eead.csic.es', 'souza@unam.mx']",http://www.biorxiv.org/content/early/2017/09/20/191288,biorxiv,2017,21e46139-5de2-4392-85df-e04f20a0e059,1,http://www.biorxiv.org/content/early/2017/09/20/191288.full.pdf
Gappy TotalReCaller for RNASeq Base-Calling and Mapping,Bud (Bhubaneswar) Mishra,Retrieved from bioRxiv. 2013,"Understanding complex mammalian biology depends crucially on our ability to define a precise map of all the transcripts encoded in a genome, and to measure their relative abundances. A promising assay depends on RNASeq approaches, which builds on next generation sequencing pipelines capable of interrogating cDNAs extracted from a cell. The underlying pipeline starts with base-calling, collect the sequence reads and interpret the raw-read in terms of transcripts that are grouped with respect to different splice-variant isoforms of a messenger RNA. We address a very basic problem involved in all of these pipeline, namely accurate Bayesian base-calling, which could combine the analog intensity data with suitable underlying priors on base-composition in the transcripts. In the context of sequencing genomic DNA, a powerful approach for base-calling has been developed in the TotalReCaller pipeline. For these purposes, it uses a suitable reference whole-genome sequence in a compressed self-indexed format to derive its priors. However, TotalReCaller faces many new challenges in the transcriptomic domain, especially since we still lack a fully annotated library of all possible transcripts, and hence a sufficiently good prior. There are many possible solutions, similar to the ones developed for TotalReCaller, in applications addressing de novo sequencing and assembly, where partial contigs or string-graphs could be used to boot-strap the Bayesian priors on base-composition. A similar approach would be applicable here too, partial assembly of transcripts can be used to characterize the splicing junctions or organize them in incom- patibility graphs and then used as priors for TotalReCaller. The key algorithmic techniques for this purpose have been addressed in a forthcoming paper on Stringomics. Here, we address a related but fundamental problem, by assuming that we only have a reference genome, with certain intervals marked as candidate regions for ORF (Open Reading Frames), but not necessarily complete annotations regarding the 5 or 3 termini of a gene or its exon-intron structure. The algorithms we describe find the most accurate base-calls of a cDNA with the best possible segmentation, all mapped to the genome appropriately.",['mishra@nyu.edu.'],http://www.biorxiv.org/content/early/2013/11/15/000489,biorxiv,2013,f810035a-a0dc-42a9-ab66-a79948e6b5bb,0,http://www.biorxiv.org/content/early/2013/11/15/000489.full.pdf
Basal Ganglia Control Of Reflexive Saccades: A Computational Model Integrating Physiology Anatomy And Behaviour,"Alexander Cope, Jonathan M. Chambers, Tony J. Prescott, Kevin N. Gurney",Retrieved from bioRxiv. 2017,"It is hypothesised that the basal ganglia play a key role in solving the problem of action selection. Here we investigate this hypothesis through computational modelling of the primate saccadic oculomotor system. This system is an excellent target for computational modelling because it is supported by a reasonably well understood functional anatomy, has limited degrees of freedom, and there is a wealth of behavioural and electrophysiological data for model comparison. Here, we describe a computational model of the reflexive saccadic oculomotor system incorporating the basal ganglia, key structures in motor control and competition between possible actions. To restrict the likelihood of overfitting the model it is structured and parameterised by the known anatomy and neurophysiology along with data from a single experimental behavioural paradigm, then validated by testing against several additional behavioural experimental data without modification of the parameters. With this model we reproduce a range of fundamental reflexive saccadic results both qualitatively and quantitatively, comprising: the distribution of saccadic latencies; the effect of eccentricity, luminance and fixation-target interactions on saccadic latencies; and the effect of competing targets on saccadic endpoint. By investigating the model dynamics we are able to provide mechanistic explanations for the sources of these behaviours. Further, because of its accesibility, the oculomotor system has also been used to study general principle of sensorimotor control. We interpret the ability of the basal ganglia to successfully control saccade selection in our model as further evidence for the action selection hypothesis.",['a.cope@sheffield.ac.uk'],http://www.biorxiv.org/content/early/2017/05/08/135251,biorxiv,2017,da68ca82-a5ae-4ba5-885c-051a59f52bfc,1,http://www.biorxiv.org/content/early/2017/05/08/135251.full.pdf
