Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties,abstract,email,keywords,fullURL,source,year,key,use
automated diagnosis of prostate cancer in multi-parametric mri based on multimodal convolutional neural networks,/pubmed/28582269,"Le MH, Chen J, Wang L, Wang Z, Liu W, Cheng KT, Yang X.",Phys Med Biol. 2017 Jul 24;62(16):6497-6514. doi: 10.1088/1361-6560/aa7731.,Phys Med Biol.  2017,PubMed,citation,PMID:28582269,pubmed,28582269,create date:2017/06/06 | first author:Le MH,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Automated methods for prostate cancer (PCa) diagnosis in multi-parametric magnetic resonance imaging (MP-MRIs) are critical for alleviating requirements for interpretation of radiographs while helping to improve diagnostic accuracy (Artan et al 2010 IEEE Trans. Image Process. 19 2444-55, Litjens et al 2014 IEEE Trans. Med. Imaging 33 1083-92, Liu et al 2013 SPIE Medical Imaging (International Society for Optics and Photonics) p 86701G, Moradi et al 2012 J. Magn. Reson. Imaging 35 1403-13, Niaf et al 2014 IEEE Trans. Image Process. 23 979-91, Niaf et al 2012 Phys. Med. Biol. 57 3833, Peng et al 2013a SPIE Medical Imaging (International Society for Optics and Photonics) p 86701H, Peng et al 2013b Radiology 267 787-96, Wang et al 2014 BioMed. Res. Int. 2014). This paper presents an automated method based on multimodal convolutional neural networks (CNNs) for two PCa diagnostic tasks: (1) distinguishing between cancerous and noncancerous tissues and (2) distinguishing between clinically significant (CS) and indolent PCa. Specifically, our multimodal CNNs effectively fuse apparent diffusion coefficients (ADCs) and T2-weighted MP-MRI images (T2WIs). To effectively fuse ADCs and T2WIs we design a new similarity loss function to enforce consistent features being extracted from both ADCs and T2WIs. The similarity loss is combined with the conventional classification loss functions and integrated into the back-propagation procedure of CNN training. The similarity loss enables better fusion results than existing methods as the feature learning processes of both modalities are mutually guided, jointly facilitating CNN to 'see' the true visual patterns of PCa. The classification results of multimodal CNNs are further combined with the results based on handcrafted features using a support vector machine classifier. To achieve a satisfactory accuracy for clinical use, we comprehensively investigate three critical factors which could greatly affect the performance of our multimodal CNNs but have not been carefully studied previously. (1) Given limited training data, how can these be augmented in sufficient numbers and variety for fine-tuning deep CNN networks for PCa diagnosis? (2) How can multimodal MP-MRI information be effectively combined in CNNs? (3) What is the impact of different CNN architectures on the accuracy of PCa diagnosis? Experimental results on extensive clinical data from 364 patients with a total of 463 PCa lesions and 450 identified noncancerous image patches demonstrate that our system can achieve a sensitivity of 89.85% and a specificity of 95.83% for distinguishing cancer from noncancerous tissues and a sensitivity of 100% and a specificity of 76.92% for distinguishing indolent PCa from CS PCa. This result is significantly superior to the state-of-the-art method relying on handcrafted features.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/28582269,pubmed,2017,246801b1-62c2-4b93-8fd0-9b0dea810591,1
performance of an artificial multi-observer deep neural network for fully automated segmentation of polycystic kidneys,/pubmed/28550374,"Kline TL, Korfiatis P, Edwards ME, Blais JD, Czerwiec FS, Harris PC, King BF, Torres VE, Erickson BJ.",J Digit Imaging. 2017 Aug;30(4):442-448. doi: 10.1007/s10278-017-9978-1.,J Digit Imaging.  2017,PubMed,citation,PMID:28550374 | PMCID:PMC5537093,pubmed,28550374,create date:2017/05/28 | first author:Kline TL,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Deep learning techniques are being rapidly applied to medical imaging tasks-from organ and lesion segmentation to tissue and tumor classification. These techniques are becoming the leading algorithmic approaches to solve inherently difficult image processing tasks. Currently, the most critical requirement for successful implementation lies in the need for relatively large datasets that can be used for training the deep learning networks. Based on our initial studies of MR imaging examinations of the kidneys of patients affected by polycystic kidney disease (PKD), we have generated a unique database of imaging data and corresponding reference standard segmentations of polycystic kidneys. In the study of PKD, segmentation of the kidneys is needed in order to measure total kidney volume (TKV). Automated methods to segment the kidneys and measure TKV are needed to increase measurement throughput and alleviate the inherent variability of human-derived measurements. We hypothesize that deep learning techniques can be leveraged to perform fast, accurate, reproducible, and fully automated segmentation of polycystic kidneys. Here, we describe a fully automated approach for segmenting PKD kidneys within MR images that simulates a multi-observer approach in order to create an accurate and robust method for the task of segmentation and computation of TKV for PKD patients. A total of 2000 cases were used for training and validation, and 400 cases were used for testing. The multi-observer ensemble method had mean ± SD percent volume difference of 0.68 ± 2.2% compared with the reference standard segmentations. The complete framework performs fully automated segmentation at a level comparable with interobserver variability and could be considered as a replacement for the task of segmentation of PKD kidneys by a human.</abstracttext></p></div></div>",kline.timothy@mayo.edu,Autosomal dominant polycystic kidney disease; Deep learning; Magnetic resonance imaging; Planimetry; Segmentation; Total kidney volume,https://www.ncbi.nlm.nih.gov//pubmed/28550374,pubmed,2017,a1a2a2af-b656-44bb-ac7b-263e28ec4e0d,1
deep learning in medical image analysis,/pubmed/28301734,"Shen D, Wu G, Suk HI.",Annu Rev Biomed Eng. 2017 Jun 21;19:221-248. doi: 10.1146/annurev-bioeng-071516-044442. Epub 2017 Mar 9.,Annu Rev Biomed Eng.  2017,PubMed,citation,PMID:28301734 | PMCID:PMC5479722,pubmed,28301734,create date:2017/03/17 | first author:Shen D,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>This review covers computer-assisted analysis of images in the field of medical imaging. Recent advances in machine learning, especially with regard to deep learning, are helping to identify, classify, and quantify patterns in medical images. At the core of these advances is the ability to exploit hierarchical feature representations learned solely from data, instead of features designed by hand according to domain-specific knowledge. Deep learning is rapidly becoming the state of the art, leading to enhanced performance in various medical applications. We introduce the fundamentals of deep learning methods and review their successes in image registration, detection of anatomical and cellular structures, tissue segmentation, computer-aided disease diagnosis and prognosis, and so on. We conclude by discussing research issues and suggesting future directions for further improvement.</abstracttext></p></div></div>",dgshen@med.unc.edu,deep learning; medical image analysis; unsupervised feature learning,https://www.ncbi.nlm.nih.gov//pubmed/28301734,pubmed,2017,a9f97567-3201-450e-b2e4-0c8ecac23841,1
deep neural ensemble for retinal vessel segmentation in fundus images towards achieving label-free angiography,/pubmed/28268573,"Lahiri A, Roy AG, Sheet D, Biswas PK.",Conf Proc IEEE Eng Med Biol Soc. 2016 Aug;2016:1340-1343. doi: 10.1109/EMBC.2016.7590955.,Conf Proc IEEE Eng Med Biol Soc.  2016,PubMed,citation,PMID:28268573,pubmed,28268573,create date:2017/03/09 | first author:Lahiri A,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Automated segmentation of retinal blood vessels in label-free fundus images entails a pivotal role in computed aided diagnosis of ophthalmic pathologies, viz., diabetic retinopathy, hypertensive disorders and cardiovascular diseases. The challenge remains active in medical image analysis research due to varied distribution of blood vessels, which manifest variations in their dimensions of physical appearance against a noisy background. In this paper we formulate the segmentation challenge as a classification task. Specifically, we employ unsupervised hierarchical feature learning using ensemble of two level of sparsely trained denoised stacked autoencoder. First level training with bootstrap samples ensures decoupling and second level ensemble formed by different network architectures ensures architectural revision. We show that ensemble training of auto-encoders fosters diversity in learning dictionary of visual kernels for vessel segmentation. SoftMax classifier is used for fine tuning each member autoencoder and multiple strategies are explored for 2-level fusion of ensemble members. On DRIVE dataset, we achieve maximum average accuracy of 95.33% with an impressively low standard deviation of 0.003 and Kappa agreement coefficient of 0.708. Comparison with other major algorithms substantiates the high efficacy of our model.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/28268573,pubmed,2016,d169973a-13da-4d15-9ad1-5075194276cf,1
deep learning in mammography: diagnostic accuracy of a multipurpose image analysis software in the detection of breast cancer,/pubmed/28212138,"Becker AS, Marcon M, Ghafoor S, Wurnig MC, Frauenfelder T, Boss A.",Invest Radiol. 2017 Jul;52(7):434-440. doi: 10.1097/RLI.0000000000000358.,Invest Radiol.  2017,PubMed,citation,PMID:28212138,pubmed,28212138,create date:2017/02/18 | first author:Becker AS,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>OBJECTIVES: </h4><p><abstracttext label='OBJECTIVES' nlmcategory='OBJECTIVE'>The aim of this study was to evaluate the diagnostic accuracy of a multipurpose image analysis software based on deep learning with artificial neural networks for the detection of breast cancer in an independent, dual-center mammography data set.</abstracttext></p><h4>MATERIALS AND METHODS: </h4><p><abstracttext label='MATERIALS AND METHODS' nlmcategory='METHODS'>In this retrospective, Health Insurance Portability and Accountability Act-compliant study, all patients undergoing mammography in 2012 at our institution were reviewed (n = 3228). All of their prior and follow-up mammographies from a time span of 7 years (2008-2015) were considered as a reference for clinical diagnosis. After applying exclusion criteria (missing reference standard, prior procedures or therapies), patients with the first diagnosis of a malignoma or borderline lesion were selected (n = 143). Histology or clinical long-term follow-up served as reference standard. In a first step, a breast density-and age-matched control cohort was selected (n = 143) from the remaining patients with more than 2 years follow-up (n = 1003). The neural network was trained with this data set. From the publicly available Breast Cancer Digital Repository data set, patients with cancer and a matched control cohort were selected (n = 35 × 2). The performance of the trained neural network was also tested with this external data set. Three radiologists (3, 5, and 10 years of experience) evaluated the test data set. In a second step, the neural network was trained with all cases from January to September and tested with cases from October to December 2012 (screening-like cohort). The radiologists also evaluated this second test data set. The areas under the receiver operating characteristic curve between readers and the neural network were compared. A Bonferroni-corrected P value of less than 0.016 was considered statistically significant.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>Mean age of patients with lesion was 59.6 years (range, 35-88 years) and in controls, 59.1 years (35-83 years). Breast density distribution (A/B/C/D) was 21/59/42/21 and 22/60/41/20, respectively. Histologic diagnoses were invasive ductal carcinoma in 90, ductal in situ carcinoma in 13, invasive lobular carcinoma in 13, mucinous carcinoma in 3, and borderline lesion in 12 patients. In the first step, the area under the receiver operating characteristic curve of the trained neural network was 0.81 and comparable on the test cases 0.79 (P = 0.63). One of the radiologists showed almost equal performance (0.83, P = 0.17), whereas 2 were significantly better (0.91 and 0.94, P &lt; 0.016). In the second step, performance of the neural network (0.82) was not significantly different from the human performance (0.77-0.87, P &gt; 0.016); however, radiologists were consistently less sensitive and more specific than the neural network.</abstracttext></p><h4>CONCLUSIONS: </h4><p><abstracttext label='CONCLUSIONS' nlmcategory='CONCLUSIONS'>Current state-of-the-art artificial neural networks for general image analysis are able to detect cancer in mammographies with similar accuracy to radiologists, even in a screening-like cohort with low breast cancer prevalence.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/28212138,pubmed,2017,43653cd1-fe31-443c-9ce1-6e8614599889,1
machine learning for medical imaging,/pubmed/28212054,"Erickson BJ, Korfiatis P, Akkus Z, Kline TL.",Radiographics. 2017 Mar-Apr;37(2):505-515. doi: 10.1148/rg.2017160130. Epub 2017 Feb 17.,Radiographics.  2017,PubMed,citation,PMID:28212054 | PMCID:PMC5375621,pubmed,28212054,create date:2017/02/18 | first author:Erickson BJ,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Machine learning is a technique for recognizing patterns that can be applied to medical images. Although it is a powerful tool that can help in rendering medical diagnoses, it can be misapplied. Machine learning typically begins with the machine learning algorithm system computing the image features that are believed to be of importance in making the prediction or diagnosis of interest. The machine learning algorithm system then identifies the best combination of these image features for classifying the image or computing some metric for the given image region. There are several methods that can be used, each with different strengths and weaknesses. There are open-source versions of most of these machine learning methods that make them easy to try and apply to images. Several metrics for measuring the performance of an algorithm exist; however, one must be aware of the possible associated pitfalls that can result in misleading metrics. More recently, deep learning has started to be used; this method has the benefit that it does not require image feature identification and calculation as a first step; rather, features are identified as part of the learning process. Machine learning has been used in medical imaging and will have a greater influence in the future. Those working in medical imaging must be aware of how machine learning works. <sup>©</sup>RSNA, 2017.</abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/28212054,pubmed,2017,2875da8e-2916-4101-9baf-9611d3a96f9e,1
"fifty years of computer analysis in chest imaging: rule-based, machine learning, deep learning",/pubmed/28211015,van Ginneken B.,Radiol Phys Technol. 2017 Mar;10(1):23-32. doi: 10.1007/s12194-017-0394-5. Epub 2017 Feb 16. Review.,Radiol Phys Technol.  2017,PubMed,citation,PMID:28211015 | PMCID:PMC5337239,pubmed,28211015,create date:2017/02/18 | first author:van Ginneken B,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Half a century ago, the term 'computer-aided diagnosis' (CAD) was introduced in the scientific literature. Pulmonary imaging, with chest radiography and computed tomography, has always been one of the focus areas in this field. In this study, I describe how machine learning became the dominant technology for tackling CAD in the lungs, generally producing better results than do classical rule-based approaches, and how the field is now rapidly changing: in the last few years, we have seen how even better results can be obtained with deep learning. The key differences among rule-based processing, machine learning, and deep learning are summarized and illustrated for various applications of CAD in the chest.</abstracttext></p></div></div>",b.vanginneken@radboudumc.nl,Computer-aided detection; Computer-aided diagnosis; Deep learning; Image processing; Machine learning; Pulmonary image analysis,https://www.ncbi.nlm.nih.gov//pubmed/28211015,pubmed,2017,100915b1-e7ab-4813-94d0-215b06210678,1
bladder cancer segmentation in ct for treatment response assessment: application of deep-learning convolution neural network-a pilot study,/pubmed/28105470,"Cha KH, Hadjiiski LM, Samala RK, Chan HP, Cohan RH, Caoili EM, Paramagul C, Alva A, Weizer AZ.",Tomography. 2016 Dec;2(4):421-429. doi: 10.18383/j.tom.2016.00184.,Tomography.  2016,PubMed,citation,PMID:28105470 | PMCID:PMC5241049,pubmed,28105470,create date:2017/01/21 | first author:Cha KH,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Assessing the response of bladder cancer to neoadjuvant chemotherapy is crucial for reducing morbidity and increasing quality of life of patients. Changes in tumor volume during treatment is generally used to predict treatment outcome. We are developing a method for bladder cancer segmentation in CT using a pilot data set of 62 cases. 65 000 regions of interests were extracted from pre-treatment CT images to train a deep-learning convolution neural network (DL-CNN) for tumor boundary detection using leave-one-case-out cross-validation. The results were compared to our previous AI-CALS method. For all lesions in the data set, the longest diameter and its perpendicular were measured by two radiologists, and 3D manual segmentation was obtained from one radiologist. The World Health Organization (WHO) criteria and the Response Evaluation Criteria In Solid Tumors (RECIST) were calculated, and the prediction accuracy of complete response to chemotherapy was estimated by the area under the receiver operating characteristic curve (AUC). The AUCs were 0.73 ± 0.06, 0.70 ± 0.07, and 0.70 ± 0.06, respectively, for the volume change calculated using DL-CNN segmentation, the AI-CALS and the manual contours. The differences did not achieve statistical significance. The AUCs using the WHO criteria were 0.63 ± 0.07 and 0.61 ± 0.06, while the AUCs using RECIST were 0.65 ± 007 and 0.63 ± 0.06 for the two radiologists, respectively. Our results indicate that DL-CNN can produce accurate bladder cancer segmentation for calculation of tumor size change in response to treatment. The volume change performed better than the estimations from the WHO criteria and RECIST for the prediction of complete response.</abstracttext></p></div></div>",,CT; bladder cancer; computer-aided diagnosis; deep-learning; level set; segmentation; treatment response,https://www.ncbi.nlm.nih.gov//pubmed/28105470,pubmed,2016,f9f7053b-2fff-46c0-ac4d-9dcbfefa7647,1
detection and labeling of vertebrae in mr images using deep learning with clinical annotations as training data,/pubmed/28083827,"Forsberg D, Sjöblom E, Sunshine JL.",J Digit Imaging. 2017 Aug;30(4):406-412. doi: 10.1007/s10278-017-9945-x.,J Digit Imaging.  2017,PubMed,citation,PMID:28083827 | PMCID:PMC5537089,pubmed,28083827,create date:2017/01/14 | first author:Forsberg D,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>The purpose of this study was to investigate the potential of using clinically provided spine label annotations stored in a single institution image archive as training data for deep learning-based vertebral detection and labeling pipelines. Lumbar and cervical magnetic resonance imaging cases with annotated spine labels were identified and exported from an image archive. Two separate pipelines were configured and trained for lumbar and cervical cases respectively, using the same setup with convolutional neural networks for detection and parts-based graphical models to label the vertebrae. The detection sensitivity, precision and accuracy rates ranged between 99.1-99.8, 99.6-100, and 98.8-99.8% respectively, the average localization error ranges were 1.18-1.24 and 2.38-2.60 mm for cervical and lumbar cases respectively, and with a labeling accuracy of 96.0-97.0%. Failed labeling results typically involved failed S1 detections or missed vertebrae that were not fully visible on the image. These results show that clinically annotated image data from one image archive is sufficient to train a deep learning-based pipeline for accurate detection and labeling of MR images depicting the spine. Further, these results support using deep learning to assist radiologists in their work by providing highly accurate labels that only require rapid confirmation.</abstracttext></p></div></div>",daniel.forsberg@sectra.com,Archive; Artificial neural networks (ANNs); Machine learning; Magnetic resonance imaging,https://www.ncbi.nlm.nih.gov//pubmed/28083827,pubmed,2017,75b0dd66-30be-4822-9c9f-6162f46493e7,1
a comprehensive non-invasive framework for diagnosing prostate cancer,/pubmed/28063376,"Reda I, Shalaby A, Elmogy M, Elfotouh AA, Khalifa F, El-Ghar MA, Hosseini-Asl E, Gimel'farb G, Werghi N, El-Baz A.",Comput Biol Med. 2017 Feb 1;81:148-158. doi: 10.1016/j.compbiomed.2016.12.010. Epub 2016 Dec 23.,Comput Biol Med.  2017,PubMed,citation,PMID:28063376,pubmed,28063376,create date:2017/01/08 | first author:Reda I,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Early detection of prostate cancer increases chances of patients' survival. Our automated non-invasive system for computer-aided diagnosis (CAD) of prostate cancer segments the prostate on diffusion-weighted magnetic resonance images (DW-MRI) acquired at different b-values, estimates its apparent diffusion coefficients (ADC), and classifies their descriptors - empirical cumulative distribution functions (CDF) - with a trained deep learning network. To segment the prostate, an evolving geometric (level-set-based) deformable model is guided by a speed function depending on intensity attributes extracted from the DW-MRI with nonnegative matrix factorization (NMF). For a more robust evolution, the attributes are fused with a probabilistic shape prior and estimated spatial dependencies between prostate voxels. To preserve continuity, the ADCs of the segmented prostate volume at different b-values are normalized and refined using a generalized Gauss-Markov random field image model. The CDFs of the refined ADCs at different b-values are considered global water diffusion features and used to distinguish between benign and malignant prostates. A deep learning network of stacked non-negativity-constrained auto-encoders (SNCAE) is trained to classify the benign or malignant prostates on the basis of the constructed CDFs. Our experiments on 53 clinical DW-MRI data sets resulted in 92.3% accuracy, 83.3% sensitivity, and 100% specificity, indicating that the proposed CAD system could be used as a reliable non-invasive diagnostic tool.</abstracttext></p><p class='copyright'>Copyright © 2017 Elsevier Ltd. All rights reserved.</p></div></div>",aselba01@louisville.edu,CAD; DW-MRI; MGRF; NMF; Prostate cancer,https://www.ncbi.nlm.nih.gov//pubmed/28063376,pubmed,2017,7fcd720b-fbed-4952-b67d-85796ec5eee4,1
using deep learning to segment breast and fibroglandular tissue in mri volumes,/pubmed/28035663,"Dalmış MU, Litjens G, Holland K, Setio A, Mann R, Karssemeijer N, Gubern-Mérida A.",Med Phys. 2017 Feb;44(2):533-546. doi: 10.1002/mp.12079.,Med Phys.  2017,PubMed,citation,PMID:28035663,pubmed,28035663,create date:2016/12/31 | first author:Dalmış MU,"<div class='abstr'><h3>Abstract</h3><div class=''><h4>PURPOSE: </h4><p><abstracttext label='PURPOSE' nlmcategory='OBJECTIVE'>Automated segmentation of breast and fibroglandular tissue (FGT) is required for various computer-aided applications of breast MRI. Traditional image analysis and computer vision techniques, such atlas, template matching, or, edge and surface detection, have been applied to solve this task. However, applicability of these methods is usually limited by the characteristics of the images used in the study datasets, while breast MRI varies with respect to the different MRI protocols used, in addition to the variability in breast shapes. All this variability, in addition to various MRI artifacts, makes it a challenging task to develop a robust breast and FGT segmentation method using traditional approaches. Therefore, in this study, we investigated the use of a deep-learning approach known as 'U-net.'</abstracttext></p><h4>MATERIALS AND METHODS: </h4><p><abstracttext label='MATERIALS AND METHODS' nlmcategory='METHODS'>We used a dataset of 66 breast MRI's randomly selected from our scientific archive, which includes five different MRI acquisition protocols and breasts from four breast density categories in a balanced distribution. To prepare reference segmentations, we manually segmented breast and FGT for all images using an in-house developed workstation. We experimented with the application of U-net in two different ways for breast and FGT segmentation. In the first method, following the same pipeline used in traditional approaches, we trained two consecutive (2C) U-nets: first for segmenting the breast in the whole MRI volume and the second for segmenting FGT inside the segmented breast. In the second method, we used a single 3-class (3C) U-net, which performs both tasks simultaneously by segmenting the volume into three regions: nonbreast, fat inside the breast, and FGT inside the breast. For comparison, we applied two existing and published methods to our dataset: an atlas-based method and a sheetness-based method. We used Dice Similarity Coefficient (DSC) to measure the performances of the automated methods, with respect to the manual segmentations. Additionally, we computed Pearson's correlation between the breast density values computed based on manual and automated segmentations.</abstracttext></p><h4>RESULTS: </h4><p><abstracttext label='RESULTS' nlmcategory='RESULTS'>The average DSC values for breast segmentation were 0.933, 0.944, 0.863, and 0.848 obtained from 3C U-net, 2C U-nets, atlas-based method, and sheetness-based method, respectively. The average DSC values for FGT segmentation obtained from 3C U-net, 2C U-nets, and atlas-based methods were 0.850, 0.811, and 0.671, respectively. The correlation between breast density values based on 3C U-net and manual segmentations was 0.974. This value was significantly higher than 0.957 as obtained from 2C U-nets (P &lt; 0.0001, Steiger's Z-test with Bonferoni correction) and 0.938 as obtained from atlas-based method (P = 0.0016).</abstracttext></p><h4>CONCLUSIONS: </h4><p><abstracttext label='CONCLUSIONS' nlmcategory='CONCLUSIONS'>In conclusion, we applied a deep-learning method, U-net, for segmenting breast and FGT in MRI in a dataset that includes a variety of MRI protocols and breast densities. Our results showed that U-net-based methods significantly outperformed the existing algorithms and resulted in significantly more accurate breast density computation.</abstracttext></p><p class='copyright'>© 2016 American Association of Physicists in Medicine.</p></div></div>",,MRI; breast segmentation; deep learning,https://www.ncbi.nlm.nih.gov//pubmed/28035663,pubmed,2017,86fb33c9-eea9-41de-a29a-2925d17070a8,1
lung nodule classification using deep feature fusion in chest radiography,/pubmed/27986379,"Wang C, Elazab A, Wu J, Hu Q.",Comput Med Imaging Graph. 2017 Apr;57:10-18. doi: 10.1016/j.compmedimag.2016.11.004. Epub 2016 Nov 12.,Comput Med Imaging Graph.  2017,PubMed,citation,PMID:27986379,pubmed,27986379,create date:2016/12/18 | first author:Wang C,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Lung nodules are small, round, or oval-shaped masses of tissue in the lung region. Early diagnosis and treatment of lung nodules can significantly improve the quality of patients' lives. Because of their small size and the interlaced nature of chest anatomy, detection of lung nodules using different medical imaging techniques becomes challenging. Recently, several methods for computer aided diagnosis (CAD) were proposed to improve the detection of lung nodules with good performances. However, the current methods are unable to achieve high sensitivity and high specificity. In this paper, we propose using deep feature fusion from the non-medical training and hand-crafted features to reduce the false positive results. Based on our experimentation of the public dataset, our results show that, the deep fusion feature can achieve promising results in terms of sensitivity and specificity (69.3% and 96.2%) at 1.19 false positive per image, which is better than the single hand-crafted features (62% and 95.4%) at 1.45 false positive per image. As it stands, fusion features that were used to classify our candidate nodules have resulted in a more promising outcome as compared to the single features from deep learning features and the hand-crafted features. This will improve the current CAD method based on the use of deep feature fusion to more effectively diagnose the presence of lung nodules.</abstracttext></p><p class='copyright'>Copyright © 2016 Elsevier Ltd. All rights reserved.</p></div></div>",qm.hu@siat.ac.cn,Computer aided diagnosis; Deep learning; Feature fusion; Lung nodule,https://www.ncbi.nlm.nih.gov//pubmed/27986379,pubmed,2017,173b45cb-2612-48a1-8f49-5c431ac50646,1
discrimination of breast cancer with microcalcifications on mammography by deep learning,/pubmed/27273294,"Wang J, Yang X, Cai H, Tan W, Jin C, Li L.",Sci Rep. 2016 Jun 7;6:27327. doi: 10.1038/srep27327.,Sci Rep.  2016,PubMed,citation,PMID:27273294 | PMCID:PMC4895132,pubmed,27273294,create date:2016/06/09 | first author:Wang J,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Microcalcification is an effective indicator of early breast cancer. To improve the diagnostic accuracy of microcalcifications, this study evaluates the performance of deep learning-based models on large datasets for its discrimination. A semi-automated segmentation method was used to characterize all microcalcifications. A discrimination classifier model was constructed to assess the accuracies of microcalcifications and breast masses, either in isolation or combination, for classifying breast lesions. Performances were compared to benchmark models. Our deep learning model achieved a discriminative accuracy of 87.3% if microcalcifications were characterized alone, compared to 85.8% with a support vector machine. The accuracies were 61.3% for both methods with masses alone and improved to 89.7% and 85.8% after the combined analysis with microcalcifications. Image segmentation with our deep learning model yielded 15, 26 and 41 features for the three scenarios, respectively. Overall, deep learning based on large datasets was superior to standard methods for the discrimination of microcalcifications. Accuracy was increased by adopting a combinatorial approach to detect microcalcifications and masses simultaneously. This may have clinical value for early detection and treatment of breast cancer. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27273294,pubmed,2016,702a7fd6-4dde-426d-ac92-52941a6b437a,1
deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis,/pubmed/27212078,"Litjens G, Sánchez CI, Timofeeva N, Hermsen M, Nagtegaal I, Kovacs I, Hulsbergen-van de Kaa C, Bult P, van Ginneken B, van der Laak J.",Sci Rep. 2016 May 23;6:26286. doi: 10.1038/srep26286.,Sci Rep.  2016,PubMed,citation,PMID:27212078 | PMCID:PMC4876324,pubmed,27212078,create date:2016/05/24 | first author:Litjens G,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>Pathologists face a substantial increase in workload and complexity of histopathologic cancer diagnosis due to the advent of personalized medicine. Therefore, diagnostic protocols have to focus equally on efficiency and accuracy. In this paper we introduce 'deep learning' as a technique to improve the objectivity and efficiency of histopathologic slide analysis. Through two examples, prostate cancer identification in biopsy specimens and breast cancer metastasis detection in sentinel lymph nodes, we show the potential of this new methodology to reduce the workload for pathologists, while at the same time increasing objectivity of diagnoses. We found that all slides containing prostate cancer and micro- and macro-metastases of breast cancer could be identified automatically while 30-40% of the slides containing benign and normal tissue could be excluded without the use of any additional immunohistochemical markers or human intervention. We conclude that 'deep learning' holds great promise to improve the efficacy of prostate cancer diagnosis and breast cancer staging. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27212078,pubmed,2016,3e8cf38d-4935-45dd-847a-c0a606eae0af,1
computer-aided diagnosis with deep learning architecture: applications to breast lesions in us images and pulmonary nodules in ct scans,/pubmed/27079888,"Cheng JZ, Ni D, Chou YH, Qin J, Tiu CM, Chang YC, Huang CS, Shen D, Chen CM.",Sci Rep. 2016 Apr 15;6:24454. doi: 10.1038/srep24454.,Sci Rep.  2016,PubMed,citation,PMID:27079888 | PMCID:PMC4832199,pubmed,27079888,create date:2016/04/16 | first author:Cheng JZ,"<div class='abstr'><h3>Abstract</h3><div class=''><p><abstracttext>This paper performs a comprehensive study on the deep-learning-based computer-aided diagnosis (CADx) for the differential diagnosis of benign and malignant nodules/lesions by avoiding the potential errors caused by inaccurate image processing results (e.g., boundary segmentation), as well as the classification bias resulting from a less robust feature set, as involved in most conventional CADx algorithms. Specifically, the stacked denoising auto-encoder (SDAE) is exploited on the two CADx applications for the differentiation of breast ultrasound lesions and lung CT nodules. The SDAE architecture is well equipped with the automatic feature exploration mechanism and noise tolerance advantage, and hence may be suitable to deal with the intrinsically noisy property of medical image data from various imaging modalities. To show the outperformance of SDAE-based CADx over the conventional scheme, two latest conventional CADx algorithms are implemented for comparison. 10 times of 10-fold cross-validations are conducted to illustrate the efficacy of the SDAE-based CADx algorithm. The experimental results show the significant performance boost by the SDAE-based CADx algorithm over the two conventional methods, suggesting that deep learning techniques can potentially change the design paradigm of the CADx systems without the need of explicit design and selection of problem-oriented features. </abstracttext></p></div></div>",,,https://www.ncbi.nlm.nih.gov//pubmed/27079888,pubmed,2016,9e75c15c-4212-42b3-8569-03bf81f1ef30,1
